id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,text
243,Moranguito,alcoholic,shot,shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"['absinthe', 'tequila', 'grenadine']","['2/5 ', '2/5 ', '1/5 ']","question Generate a cocktail with Absinthe Tequila Grenadine answer first you put rhe absinthe, then put tequila, then put the Granadine syrup."
244,Miami Vice,alcoholic,cocktail,cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,"['151 proof rum', 'pina colada mix', 'daiquiri mix']","['5 oz Bacardi ', 'frozen ', 'frozen ']","question Generate a cocktail with 151 proof rum Pina colada mix Daiquiri mix answer First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together)."
245,Moscow Mule,alcoholic,punch / party drink,copper mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,"['vodka', 'lime juice', 'ginger ale']","['2 oz ', '2 oz ', '8 oz ']",question Generate a cocktail with Vodka Lime juice Ginger ale answer Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.
246,Mulled Wine,alcoholic,punch / party drink,collins glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,"['water', 'sugar', 'cloves', 'cinnamon', 'lemon peel', 'red wine', 'brandy']","['3 cups ', '1 cup ', '12 ', '2 ', '1 ', '750 ml ', '1/4 cup ']","question Generate a cocktail with Water Sugar Cloves Cinnamon Lemon peel Red wine Brandy answer Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy."
247,Masala Chai,non alcoholic,coffee / tea,coffee mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,"['water', 'tea', 'ginger', 'cardamom', 'cloves', 'cinnamon', 'black pepper', 'sugar', 'milk']","['2 cups ', '3-4 tsp ', '1 chunk dried ', '3-4 crushed ', '3 ', '1 piece ', '1-2 whole ', ' to taste\n', 'to taste']",question Generate a cocktail with Water Tea Ginger Cardamom Cloves Cinnamon Black pepper Sugar Milk answer Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.
248,Munich Mule,alcoholic,cocktail,highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg,"['gin', 'lime juice', 'ginger beer', 'cucumber', 'lemon']","['5 cl', '2 cl', '10 cl', 'Chopped', 'Chopped']","question Generate a cocktail with Gin Lime Juice Ginger Beer Cucumber lemon answer Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice"
249,Mocha-Berry,alcoholic,coffee / tea,irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,"['coffee', 'chambord raspberry liqueur', 'cocoa powder', 'whipped cream']","['6 oz ', '2 oz ', '2 tblsp ', 'to taste']","question Generate a cocktail with Coffee Chambord raspberry liqueur Cocoa powder Whipped cream answer pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream."
250,Mango Mojito,alcoholic,cocktail,jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,"['lime', 'mango', 'mint', 'white rum', 'ice', 'soda water', 'mango']","['3', '1 Fresh', 'Sprig', '200 ml', 'cubes', 'Top', 'Garnish with']","question Generate a cocktail with Lime Mango Mint White Rum Ice Soda Water Mango answer Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like."
251,Mojito Extra,alcoholic,cocktail,collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,"['mint', 'lemon juice', 'dark rum', 'club soda', 'angostura bitters']","['1/2 handful ', '3 cl ', '1/8 L Jamaican ', '1/8 L ', '8 drops ']","question Generate a cocktail with Mint Lemon juice Dark rum Club soda Angostura bitters answer Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura."
252,Monkey Gland,alcoholic,ordinary drink,cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,"['gin', 'benedictine', 'orange juice', 'grenadine']","['2 oz ', '1 tsp ', '1/2 oz ', '1 tsp ']","question Generate a cocktail with Gin Benedictine Orange juice Grenadine answer Shake well over ice cubes in a shaker, strain into a chilled cocktail glass."
253,Midnight Mint,alcoholic,cocktail,cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,"['baileys irish cream', 'white creme de menthe', 'cream']","['1 oz ', '3/4 oz ', '3/4 oz double ']","question Generate a cocktail with Baileys irish cream White Creme de Menthe Cream answer If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass."
254,Mary Pickford,alcoholic,cocktail,cocktail glass,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"['light rum', 'pineapple juice', 'maraschino liqueur', 'grenadine', 'maraschino cherry']","['1 1/2 oz ', '1 oz ', '1/2 tsp ', '1/2 tsp ', '1 ']",question Generate a cocktail with Light rum Pineapple juice Maraschino liqueur Grenadine Maraschino cherry answer Shake and strain into a chilled large cocktail glass
255,Monkey Wrench,alcoholic,ordinary drink,old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg,"['light rum', 'grapefruit juice', 'bitters']","['1 1/2 oz ', '3 oz ', '1 dash ']",question Generate a cocktail with Light rum Grapefruit juice Bitters answer Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.
256,Negroni,alcoholic,ordinary drink,old-fashioned glass,"Stir into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg,"['gin', 'campari', 'sweet vermouth']","['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Gin Campari Sweet Vermouth answer Stir into glass over ice, garnish and serve."
257,New York Sour,alcoholic,ordinary drink,whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,"['blended whiskey', 'lemon', 'sugar', 'red wine', 'lemon', 'cherry']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', ' (Claret)\n', 'to taste', 'to taste']","question Generate a cocktail with Blended whiskey Lemon Sugar Red wine Lemon Cherry answer Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve."
258,Nutty Irishman,alcoholic,shake,highball glass,Serve over ice,https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,"['baileys irish cream', 'frangelico', 'milk']","['1 part ', '1 part ', '1 part ']",question Generate a cocktail with Baileys irish cream Frangelico Milk answer Serve over ice
259,National Aquarium,alcoholic,ordinary drink,collins glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,"['rum', 'vodka', 'gin', 'blue curacao', 'sour mix', 'lemon-lime soda']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '2 oz ', '1 splash ']",question Generate a cocktail with Rum Vodka Gin Blue Curacao Sour mix Lemon-lime soda answer Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.
260,New York Lemonade,alcoholic,cocktail,cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,"['absolut citron', 'grand marnier', 'lemon juice', 'club soda']","['2 oz ', '1 oz ', '2 oz sweetened ', '1 oz ']",question Generate a cocktail with Absolut Citron Grand Marnier Lemon juice Club soda answer Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.
261,Nuked Hot Chocolate,non alcoholic,cocoa,coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,"['cocoa powder', 'sugar', 'vanilla extract', 'milk']","['2 tsp ', '1 tsp ', '1/2 tsp ', '12 oz ']","question Generate a cocktail with Cocoa powder Sugar Vanilla extract Milk answer Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts."
262,Orgasm,alcoholic,ordinary drink,cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,"['creme de cacao', 'amaretto', 'triple sec', 'vodka', 'light cream']","['1/2 oz white ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '1 oz ']","question Generate a cocktail with Creme de Cacao Amaretto Triple sec Vodka Light cream answer Shake all ingredients with ice, strain into a chilled cocktail glass, and serve."
263,Old Pal,alcoholic,cocktail,nick and nora glass,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg,"['rye whiskey', 'campari', 'dry vermouth']","['2 oz', '1 oz', '1 oz']","question Generate a cocktail with Rye whiskey Campari Dry Vermouth answer Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel."
264,Orangeade,non alcoholic,cocktail,highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,"['lemon juice', 'orange juice', 'sugar syrup', 'soda water']","['5 cl ', '15 cl ', '2-3 cl ', 'to taste']","question Generate a cocktail with Lemon juice Orange juice Sugar syrup Soda water answer Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw."
265,Orange Whip,alcoholic,other / unknown,collins glass,Pour ingredients over ice and stir.,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,"['orange juice', 'rum', 'vodka', 'cream', 'ice']","['4 oz ', '1 oz ', '1 oz ', '1 package ', 'Over ']",question Generate a cocktail with Orange juice Rum Vodka Cream Ice answer Pour ingredients over ice and stir.
